word_id,word,selection_group,orthographic_neighbor_id,orthographic_neighbor,orthographic_similarity,pretrained__direct_visuality_standard,pretrained__cross_background_prototype_top1,pretrained__context_interaction_rms,pretrained__portable_word_delta_norm,pretrained__interaction_to_word_ratio,pretrained__readable__plain_raw__mrr,pretrained__readable__text_that_says__mrr,pretrained__text_that_says__glyph_margin_pseudo,pretrained__text_that_says__glyph_margin_mirrored,pretrained__visual_to_text_delta_cos__pretrained,pretrained__visual_to_text_delta_cos__gmp,pretrained__visual_to_text_delta_cos__reword,pretrained__visual_to_text_delta_cos__sae,pretrained__visual_to_text_delta_cos__chimera_gmp_sae_l0.7_n0.57,gmp__direct_visuality_standard,gmp__cross_background_prototype_top1,gmp__context_interaction_rms,gmp__portable_word_delta_norm,gmp__interaction_to_word_ratio,gmp__readable__plain_raw__mrr,gmp__readable__text_that_says__mrr,gmp__text_that_says__glyph_margin_pseudo,gmp__text_that_says__glyph_margin_mirrored,gmp__visual_to_text_delta_cos__pretrained,gmp__visual_to_text_delta_cos__gmp,gmp__visual_to_text_delta_cos__reword,gmp__visual_to_text_delta_cos__sae,gmp__visual_to_text_delta_cos__chimera_gmp_sae_l0.7_n0.57,reword__direct_visuality_standard,reword__cross_background_prototype_top1,reword__context_interaction_rms,reword__portable_word_delta_norm,reword__interaction_to_word_ratio,reword__readable__plain_raw__mrr,reword__readable__text_that_says__mrr,reword__text_that_says__glyph_margin_pseudo,reword__text_that_says__glyph_margin_mirrored,reword__visual_to_text_delta_cos__pretrained,reword__visual_to_text_delta_cos__gmp,reword__visual_to_text_delta_cos__reword,reword__visual_to_text_delta_cos__sae,reword__visual_to_text_delta_cos__chimera_gmp_sae_l0.7_n0.57,sae__direct_visuality_standard,sae__cross_background_prototype_top1,sae__context_interaction_rms,sae__portable_word_delta_norm,sae__interaction_to_word_ratio,sae__readable__plain_raw__mrr,sae__readable__text_that_says__mrr,sae__text_that_says__glyph_margin_pseudo,sae__text_that_says__glyph_margin_mirrored,sae__visual_to_text_delta_cos__pretrained,sae__visual_to_text_delta_cos__gmp,sae__visual_to_text_delta_cos__reword,sae__visual_to_text_delta_cos__sae,sae__visual_to_text_delta_cos__chimera_gmp_sae_l0.7_n0.57,global_text_maturity,text_lineage_stability,pretrained__bpe_token_count,gmp__bpe_token_count,reword__bpe_token_count,sae__bpe_token_count,persistent_direct_visuality,shortcut_sensitive_signature,sae_survival_signature,overlay_priority_score,is_english,english_zipf,normalized_surface,language_class,is_mature,maturity_class,readability_score,readability_class,selected_for_overlay,overlay_stratum,selection_order,nearest_selected_cos
0,colorimagemicroscope,high_maturity,93,colormicroscope,0.85714287,-0.7982017450368704,1.0,0.011085619,0.61288667,0.018087551,0.4779860003544214,0.701388888888889,0.111054435,0.10059443,0.103878476,0.060695123,0.010285849,-0.087806866,-0.09639348,-1.238682232463489,1.0,0.0094742,0.65372604,0.014492615,0.3368155429236733,0.4660069951421203,0.16576572,0.12817423,0.07336959,0.08183923,0.07463242,-0.046397593,-0.05783,-0.2673696898924195,1.0,0.011575797,0.6689148,0.017305339,0.0518350524342605,0.265360236070999,0.15517409,0.12003889,-0.02804582,-0.027428113,0.02504305,-0.11029905,-0.096089706,-0.5693141740338031,1.0,0.0050831535,0.21423207,0.023727322,0.0010949959181693,0.0019661267549242,0.007505449,0.015330672,0.009468084,0.02707699,0.025335856,0.015256248,0.010077324,2.7482889,0.92527324,3,3,3,3,-0.7183919603566455,-0.9713125425710696,-0.3019444841413836,2.935291371949927,False,0.0,colorimagemicroscope,CLIPese,True,mature,0.21830000000000002,weak,False,,-1,
1,chihuahuhooded,high_maturity,41,chihuahucolorized,0.7741935,0.1483568770261352,1.0,0.011170389,0.6730263,0.016597254,0.8314971601320845,0.9151561303638605,0.120484814,0.11483002,0.108831994,0.07757704,0.017491668,-0.038870975,-0.0482079,-0.4658314317898612,1.0,0.0093947705,0.68701714,0.013674725,0.7417147547911764,0.7975904297968262,0.13902302,0.13346536,0.086341895,0.12806676,0.10263055,-0.008790872,-0.0142399715,-0.2497640653004521,1.0,0.01149079,0.6339735,0.018125033,0.1665339988874612,0.5678634369744674,0.1263825,0.110840306,0.025377888,0.062183738,0.09723293,-0.03488272,-0.026515223,-0.6932845503048797,1.0,0.005500218,0.21945602,0.025062962,0.0010065677018913,0.0020197072895778,0.0026999272,0.012318842,0.06881622,0.114056006,0.1175019,0.08539134,0.06748478,2.684729275,0.94208974,2,2,2,2,-0.3151307925922644,-0.2160673664894091,-0.4435204850044276,3.27317924136108,False,0.0,chihuahuhooded,CLIPese,True,mature,0.34255,weak,False,,-1,
2,chihuahunvidia,high_maturity,24,chihuahua,0.7826087,0.1289631673646005,1.0,0.0104226675,0.6518429,0.01598954,0.8217287414328295,0.8798766959120481,0.117645,0.1299891,0.080232404,0.033884287,-0.059141126,0.032146968,0.00067886454,0.3829806156536876,1.0,0.008781334,0.6495181,0.01351977,0.8557237891379166,0.9184552056370436,0.18228991,0.17892858,0.058706224,0.041194532,0.008140399,0.03640179,0.016040342,0.2542534743925999,1.0,0.010610694,0.5908096,0.017959584,0.2899249058923251,0.7230583531409877,0.1628534,0.14817484,-0.01484355,-0.018712569,0.023321046,0.01482524,-0.013287668,0.0971322929090788,1.0,0.0048368303,0.2794002,0.017311478,0.0012111730303975,0.0053694194432784,0.031793926,0.026024435,0.12307987,0.14018379,0.106015295,0.19645196,0.16498081,2.659590325,0.93112904,5,5,5,5,0.2158323875799916,0.1287271412610877,-0.157121181483521,3.430052367280728,False,0.0,chihuahunvidia,CLIPese,True,mature,0.569525,middle,False,,-1,
3,binochihuahu,high_maturity,4,chihuahu,0.8,0.7170842379160811,1.0,0.012864696,0.7878372,0.01632913,0.8774522189983385,0.903120978120978,0.1876987,0.122469045,0.023049498,-0.04480614,-0.14726603,-0.13585594,-0.15445088,0.3307303939298198,1.0,0.010550447,0.74509645,0.0141598405,0.8523188706727494,0.8722411591178904,0.23075944,0.14486675,-0.039768472,-0.02490712,-0.07260167,-0.12891954,-0.12137382,-0.2331236831453205,1.0,0.0113541335,0.61080015,0.01858895,0.0667813564880764,0.1883661064215573,0.17508136,0.116924785,-0.118417956,-0.06965182,-0.05755351,-0.11557885,-0.12439538,-0.3409117958585861,1.0,0.003145258,0.14562565,0.02159824,0.0010833600599037,0.0027011347910924,0.022531817,0.014758232,0.029516801,0.09541214,0.058561347,0.06356165,0.030090112,2.63385545,0.9399999,3,3,3,3,0.1184447882104985,0.5638540770751403,-0.1077881127132656,3.4175121201294765,False,0.0,binochihuahu,CLIPese,True,mature,0.65185,strong,False,,-1,
4,chihuahu,high_maturity,24,chihuahua,0.9411765,-1.226346841714271,1.0,0.012276126,0.7207207,0.017033124,0.3616228070175438,0.4274749373433583,0.15590076,0.12059908,0.0761259,-0.029323086,-0.103990644,-0.022853862,-0.026448838,-0.3696239326233024,1.0,0.00897793,0.7228414,0.012420332,0.6716944801026957,0.5550751879699246,0.22265314,0.17824997,0.015110839,-0.046220858,-0.061005037,-0.037507597,-0.03528218,0.3167417924993512,1.0,0.010235692,0.63593733,0.016095443,0.1582856363190168,0.340697234903529,0.20780207,0.16722208,-0.09519374,-0.12493567,-0.050785065,-0.08570033,-0.10697046,-0.1718258990496449,1.0,0.00412456,0.18981099,0.021729827,0.0011213091695967,0.0024425864135151,0.018329537,0.027248934,0.0068365745,0.015096501,0.0070551094,0.06998988,0.013027208,2.5738932,0.9387414,2,2,2,2,-0.3627637202219668,-0.6863657251226536,-0.4885676915489961,2.9332695343477826,False,0.0,chihuahu,CLIPese,True,mature,0.49107500000000004,middle,False,,-1,
5,chihuahuframed,high_maturity,24,chihuahua,0.7826087,0.9140494422367332,1.0,0.010893293,0.6809678,0.01599678,0.8562483081741122,0.9283580441575272,0.16405356,0.1582241,0.0574743,0.011917926,-0.0344565,-0.11461056,-0.11391275,0.6329507464633266,1.0,0.009134564,0.689323,0.013251499,0.8498724470963241,0.9216103040406448,0.21132901,0.19132107,0.034118753,0.022190083,-0.0007205568,-0.072586894,-0.07604883,0.6060236474213962,1.0,0.011061178,0.62898225,0.017585834,0.4022269274121218,0.7578655385566446,0.20213667,0.17030986,-0.009156639,-0.04256084,0.006277943,-0.056666456,-0.0575149,-0.786155179996777,1.0,0.004233941,0.24145707,0.017534964,0.0009556208521855,0.0024803541708964,0.0024441297,0.006802364,0.021572601,0.056074478,0.06840421,0.15155196,0.14366238,2.567958125,0.9276245,2,2,2,2,0.3417171640311697,0.0269270990419303,-1.3921788274181732,3.2511030340617046,False,0.0,chihuahuframed,CLIPese,True,mature,0.6575249999999999,strong,False,,-1,
6,bharatmicroscopy,high_maturity,45,brainmicroscopy,0.83870965,1.2773979907649164,1.0,0.011734731,0.7668571,0.015302369,0.9409934720522236,0.9620743034055728,0.18243821,0.16957822,0.1237282,0.03434236,0.06436777,-0.03136453,-0.01026279,0.4219637552996861,1.0,0.010023801,0.7587386,0.013211139,0.8475765462607567,0.8707087779933707,0.19906828,0.19076675,0.06968575,0.041752588,0.09564016,-0.013451653,-0.010809946,0.1850414035777059,1.0,0.010974525,0.66101384,0.016602565,0.4662513922279117,0.5982660142341806,0.15969908,0.1555016,-0.015035145,-2.1493062e-05,0.06295562,-0.0691677,-0.048333544,-0.1715180061416766,1.0,0.004196002,0.22826743,0.018381957,0.0027796870488255,0.0016272308237317,0.021664634,0.02623935,0.079318844,0.07909842,0.113386914,0.08013641,0.066453665,2.549319425,0.93213993,2,2,2,2,0.428221285875158,0.2369223517219802,-0.3565594097193825,3.32337569544129,False,0.0,bharatmicroscopy,CLIPese,True,mature,0.6784,strong,False,,-1,
7,alfremicroscopy,high_maturity,17,amermicroscopy,0.82758623,0.6129835157446069,1.0,0.012317505,0.7266612,0.016950822,0.9049944713248396,0.912630778323824,0.16032329,0.13259831,0.06907994,0.06779796,0.0028551389,-0.050582986,-0.06754502,0.0934019139218761,1.0,0.010297575,0.70891196,0.014525888,0.810245839145069,0.8446903864021424,0.19104561,0.15560456,0.027658183,0.046247736,0.07825293,-0.081743754,-0.0717108,0.0736929847208067,1.0,0.0118879145,0.6655587,0.017861556,0.3820021874183328,0.7488608535698701,0.14895456,0.124366134,0.028318197,0.07180806,0.12309155,-0.028273981,-0.024637323,0.3872502802236102,1.0,0.005835881,0.29611897,0.019707892,0.0033026121676566,0.008375894023638,0.04269148,0.027688287,0.10222837,0.104118735,0.116760984,0.087145194,0.08081435,2.52379475,0.92162085,2,2,2,2,0.2918321736527249,0.0197089292010694,0.3135572955028035,3.034461906547392,False,0.0,alfremicroscopy,CLIPese,True,mature,0.53045,middle,True,orthographic_hard,36,0.773627519607544
8,chihuahuas,high_maturity,24,chihuahua,0.94736844,-2.3498972017835933,1.0,0.01004583,0.7231183,0.013892374,0.7234465763069882,0.1981390977443609,0.13216844,0.10564646,0.103994325,0.12984847,-0.077441745,-0.010432193,-0.02284924,-1.7298812507262442,1.0,0.008411035,0.7607009,0.011056954,0.1662522784233311,0.153468229397022,0.18532057,0.16784339,0.10894344,0.17538911,-0.035905644,0.007082356,0.0011707549,0.1503954552211507,1.0,0.010009473,0.6728596,0.01487602,0.1083999143642309,0.2025737756743267,0.18891147,0.17394154,0.0735686,0.09247606,0.012920644,-0.009935801,-0.020382697,-0.3579051467135459,1.0,0.0037734914,0.21955223,0.017187215,0.0009177870863011,0.0020403510505519,0.020843081,0.01632038,0.104433015,0.15006061,0.0692841,0.13994063,0.12560204,2.5070588000000003,0.9298842,2,2,2,2,-1.071822036000558,-1.8802767059473948,-0.5083006019346966,2.1806071079933416,True,2.39,chihuahuas,English,True,mature,0.389225,middle,False,,-1,
9,buscchihuahua,high_maturity,25,abaschihuahua,0.84615386,0.2461158714125905,1.0,0.011921287,0.73581034,0.016201574,0.856688030699808,0.8537554871135149,0.13782443,0.13530084,0.11328679,0.09375139,-0.015451517,0.0052257134,-0.00029551098,0.3082354935182505,1.0,0.009425117,0.7389006,0.012755595,0.8541643743505103,0.90363008585293,0.17949872,0.1758249,0.120957635,0.14398098,0.061096467,0.05430181,0.054152206,0.4283007503940158,1.0,0.010707444,0.63822937,0.016776795,0.5632149592626404,0.7534294443151617,0.17511633,0.16462426,0.03691133,0.067636654,0.0846305,0.009446773,0.0052949963,0.2722056761472023,1.0,0.0050883857,0.22591868,0.022523085,0.001301641675518,0.0038967117164333,0.03548569,0.035111528,0.10479316,0.12553863,0.090965316,0.08017972,0.07552182,2.50278285,0.9363664,2,2,2,2,0.3137144478680148,-0.1200652568757652,-0.1560950742468134,3.1896272387400524,False,0.0,buscchihuahua,CLIPese,True,mature,0.65285,strong,False,,-1,
10,anarchisemicsymbol,high_maturity,217,anarchisuperbowl,0.7058824,0.2576819997068443,1.0,0.011255692,0.6266766,0.017960925,0.8836003051106026,0.9094611528822056,0.12716384,0.12374494,0.11435442,0.090816155,0.044492017,-0.012457733,-0.017230127,0.3124062357670781,1.0,0.008965343,0.64303124,0.013942313,0.9055330634278004,0.8788377192982457,0.1972915,0.1706835,0.10250445,0.100393355,0.13142483,-0.0082367,0.010495006,0.5872792803323943,1.0,0.0110602705,0.6580945,0.016806507,0.750496818384271,0.7482623510107927,0.2051822,0.16496049,0.036506023,0.016804593,0.059785098,-0.09475921,-0.06645869,-0.3613422519889421,1.0,0.0036330507,0.152823,0.02377293,0.0022294348057121,0.0010457814612708,0.024511874,0.01518746,0.08511463,0.07855666,0.14011204,0.054344386,0.07031671,2.495895775,0.9338872,3,3,3,3,0.1990063159543436,-0.2748730445653162,-0.9486215323213364,3.063711509125236,False,0.0,anarchisemicsymbol,CLIPese,True,mature,0.58435,middle,False,,-1,
11,chihuahuportrait,high_maturity,15,chihuahuyogurt,0.73333335,0.1384656510995747,1.0,0.009600118,0.568295,0.016892843,0.8021099543529672,0.865324569900103,0.12406219,0.13098425,0.08253437,0.04209833,-0.0040901117,-0.1295323,-0.13065149,-0.3182604341896889,1.0,0.008275039,0.5660689,0.01461843,0.8017612661878966,0.8476193298561719,0.14083673,0.13383423,0.034454755,0.09447062,0.026737945,-0.14340095,-0.13211858,-0.0983207159953028,1.0,0.009798109,0.54065627,0.01812262,0.4668657058029452,0.7324297312592277,0.13308503,0.110052325,-0.020124227,-0.022128351,0.023713002,-0.14328797,-0.14185053,-0.6211947189462526,1.0,0.004176909,0.20253216,0.020623436,0.0010791901237256,0.0059224420709543,0.0052154497,0.0071880934,0.07538464,0.08985128,0.0507507,0.073365346,0.018746985,2.482038075,0.9120814,2,2,2,2,-0.2248275545079174,-0.2199397181943861,-0.5228740029509498,2.462726919506799,False,0.0,chihuahuportrait,CLIPese,True,mature,0.32735000000000003,weak,False,,-1,
12,anarchideadpool,high_maturity,44,anarchidoodles,0.7586207,0.7316562824174988,1.0,0.010122613,0.61756027,0.016391296,0.9180831864349872,0.9368752903696822,0.14751256,0.14898156,0.07897768,0.063801736,0.029131114,-0.08301463,-0.09045525,0.4746917728474296,1.0,0.008947111,0.6553861,0.013651664,0.8713511588963488,0.909214830970556,0.19368355,0.18741643,0.038081497,0.045544162,0.06555948,-0.07363423,-0.06106461,0.3167135702993031,1.0,0.010610921,0.64677745,0.01640583,0.2528149460077452,0.4356760626269412,0.18158384,0.18080525,-0.016884245,-0.043626316,0.031204939,-0.12542866,-0.110167414,-0.7458345006628792,1.0,0.004135333,0.17358884,0.023822574,0.0014419639445399,0.0014857581906726,0.0038643805,0.009650083,0.10923719,0.11925812,0.10984397,0.06444147,0.06551561,2.4604559,0.94411707,2,2,2,2,0.1943067812253381,0.1579782025481265,-1.0625480709621822,3.108152364372692,False,0.0,anarchideadpool,CLIPese,True,mature,0.6019749999999999,middle,False,,-1,
13,autismasolardepicted,high_maturity,84,autismamasterpieces,0.6666667,-0.189182580132578,1.0,0.011625646,0.6869713,0.016923044,0.860607830438047,0.849744050863576,0.103735596,0.11818638,0.052102108,0.00041259825,-0.03577765,-0.08357545,-0.11295722,-0.3121665993284622,1.0,0.010248706,0.63488585,0.016142596,0.7458565153118221,0.7533090459618711,0.15666775,0.16192226,0.04617373,-0.0059607006,-0.038797222,-0.07877718,-0.10070226,0.0818498953623102,1.0,0.0110393725,0.58834183,0.018763535,0.4998504140906113,0.6548244450053893,0.1453146,0.14267156,-0.017907932,-0.059188485,-0.03219994,-0.08845125,-0.09441629,-0.7204757419835293,1.0,0.0036356302,0.14207695,0.025589162,0.0014323222907449,0.0018961554733862,0.0028764007,0.010981421,0.04773699,0.010246471,0.015111553,0.048750933,0.059946455,2.398176275,0.9212086,3,3,3,3,-0.2849937565205648,-0.3940164946907724,-0.8023256373458395,2.339922940154962,False,0.0,autismasolardepicted,CLIPese,True,mature,0.33494999999999997,weak,False,,-1,
14,balochihuahua,high_maturity,25,abaschihuahua,0.84615386,-1.3771220585334862,1.0,0.011626926,0.7421094,0.015667401,0.4971427453857678,0.4466429631189022,0.13612454,0.113800816,-0.01196304,0.039826866,-0.07852152,-0.06480598,-0.06506601,-0.9927728484751516,1.0,0.008955292,0.69525665,0.012880556,0.5070859681484423,0.5125467222835643,0.1673536,0.14659911,0.027488314,0.07320616,-0.0017118324,-0.024456736,-0.009145662,-0.0720727413410386,1.0,0.0104100285,0.6101264,0.017062087,0.0894417534791129,0.3636968967755515,0.16150059,0.1371746,-0.02180357,0.0141092045,0.023862664,-0.044686068,-0.033728853,-0.2911392449452689,1.0,0.0046771877,0.23897961,0.019571492,0.0010631546804551,0.0021544296864209,0.018154738,0.021632804,0.09940948,0.15360682,0.07098508,0.09998969,0.09179464,2.398041275,0.9298498,2,2,2,2,-0.6832767233237363,-0.920700107134113,-0.2190665036042303,2.1823494577226983,False,0.0,balochihuahua,CLIPese,True,mature,0.3169,weak,False,,-1,
15,chihuahuyogurt,high_maturity,11,chihuahuportrait,0.73333335,0.4649591532367736,1.0,0.011134417,0.6397213,0.017405106,0.9211192780912016,0.9082760603381131,0.14354804,0.13303868,0.041655146,0.0384383,-0.057948705,-0.18567258,-0.18201281,0.6296253063334916,1.0,0.009017256,0.66859454,0.013486883,0.9028813607124808,0.9041845169997094,0.22035459,0.18997796,0.03295813,0.05076605,0.004768826,-0.17822629,-0.17817652,0.7623104170825938,1.0,0.011255836,0.6631143,0.016974201,0.7334996585394712,0.8101505321871197,0.21765244,0.17701669,-0.04659517,-0.042306084,0.0045513194,-0.20506811,-0.21108662,-1.0292103772591892,0.8888889,0.005810197,0.33460465,0.017364364,0.0011517446395051,0.0017125704633711,0.013478937,0.019504039,0.06469913,0.07261747,0.039419886,0.03328517,0.015078306,2.39362465,0.9320402,2,2,2,2,0.2069211248484174,-0.1326851107491022,-1.791520794341783,2.8011431845379917,False,0.0,chihuahuyogurt,CLIPese,True,mature,0.671225,strong,False,,-1,
16,cubempy,high_maturity,361,cubes,0.6666667,-0.3259150192785971,1.0,0.009918352,0.6999303,0.014170485,0.973869532987398,0.9737850373059086,0.079037555,0.07406432,0.07759626,0.09037315,0.017143268,-0.02057219,-0.039352506,-0.0869878974036975,1.0,0.008229261,0.66707325,0.012336369,0.9562203380792408,0.9474658869395712,0.13169898,0.13621843,0.050616678,0.11147921,0.09466763,0.0010408238,0.0008073617,-0.1272904415579117,1.0,0.010145876,0.6283201,0.016147623,0.6873824032985927,0.8590756887509012,0.11577476,0.104638726,-0.00043278188,0.027413286,0.07879731,-2.4016947e-05,0.010916777,1.8466084826914109,1.0,0.005378112,0.27893144,0.019281127,0.0185697813555561,0.0369780236582035,0.049689263,0.047542185,0.08432398,0.11763704,0.14690913,0.13739209,0.13520083,2.387039925,0.9375458,2,2,2,2,0.3266037811128011,0.0403025441542141,1.9738989242493223,2.937375120670189,False,0.0,cubempy,CLIPese,True,mature,0.598,middle,False,,-1,
17,amermicroscopy,high_maturity,7,alfremicroscopy,0.82758623,0.5653107127088768,1.0,0.011421477,0.7393788,0.015447396,0.9453748006379584,0.913847117794486,0.16184324,0.12495302,0.12552659,0.06507115,0.02682615,-0.079130016,-0.09644143,0.6041220454908828,1.0,0.009599391,0.737141,0.013022463,0.8321585213032581,0.9219298245614036,0.22702588,0.17149165,0.07794508,0.09281929,0.16096704,-0.07440417,-0.06259422,0.3343882097894735,1.0,0.010994004,0.6668291,0.01648699,0.6112256257881592,0.7472856473101636,0.19135106,0.13100865,-0.0016481057,-0.0072926916,0.107455835,-0.0809484,-0.09039887,0.1004522325012362,1.0,0.0051807463,0.25624934,0.0202176,0.0039723168633413,0.0037537380361237,0.04500195,0.019228363,0.060150377,0.054141086,0.08730528,-0.009849574,-0.007820092,2.385149575,0.9227441,2,2,2,2,0.4010683001226173,0.2697338357014093,-0.2339359772882372,2.791883264247644,False,0.0,amermicroscopy,CLIPese,True,mature,0.697725,strong,True,orthographic_hard,37,0.773627519607544
18,chukchihuahua,high_maturity,1037,duckchihuahua,0.84615386,0.2065759333611081,1.0,0.01126315,0.632986,0.01779368,0.9153811252268604,0.93859649122807,0.13449523,0.098423645,0.10057549,0.08798467,-0.062082857,-0.039477266,-0.06419013,0.2312119521297407,1.0,0.008207666,0.6341588,0.012942604,0.921235380116959,0.9482456140350876,0.19754864,0.12599674,0.08910235,0.12901057,0.036990277,0.018404892,-0.002557653,0.087969004845348,1.0,0.010251331,0.60353243,0.01698555,0.6915915376557602,0.6359036769719196,0.18880232,0.1020822,-0.001024019,0.010410333,0.045765437,-0.024807313,-0.03937995,1.0775691743601723,1.0,0.005164211,0.23969892,0.021544574,0.0052434658516843,0.0198574673880198,0.04577217,0.0409431,0.12112144,0.15408155,0.13373297,0.17529194,0.14159691,2.3769853000000003,0.9430837,2,2,2,2,0.4008315161740923,0.1432429472843926,0.9896001695148244,3.035054733182798,False,0.0,chukchihuahua,CLIPese,True,mature,0.599325,middle,False,,-1,
19,anarchidrawing,high_maturity,22,anarchidrawings,0.9655172,0.9156163867994948,1.0,0.0108061265,0.7155145,0.015102597,0.934293477398804,0.9173221010393948,0.16833794,0.15887137,0.11754635,0.07693963,0.03730941,-0.10026224,-0.116447784,0.9702031080326274,1.0,0.00909925,0.71203583,0.012779202,0.878148188348037,0.9068279075347944,0.25171763,0.21539417,0.080880135,0.06613674,0.087660804,-0.12312132,-0.12779373,0.9328774567806452,1.0,0.010636457,0.68470156,0.015534443,0.7931060614232855,0.9075676788525088,0.22352222,0.19003236,0.009557992,-0.009105809,0.053405277,-0.15970968,-0.146498,0.188328836667719,1.0,0.0043547982,0.2002745,0.021744147,0.0063875322391621,0.0154702699170538,0.027383232,0.015907476,0.17338441,0.20396897,0.26828656,0.113283426,0.122369446,2.3362588250000003,0.9283765,2,2,2,2,0.7517564470701216,0.0373256512519822,-0.7445486201129261,2.9847667829460285,False,0.0,anarchidrawing,CLIPese,True,mature,0.7293749999999999,strong,True,orthographic_hard,6,0.8289318084716797
20,cybermicroscopy,high_maturity,69,cybermicroscope,0.93333334,-0.3302454681597565,1.0,0.0116454195,0.6665821,0.017470345,0.487092731829574,0.8282036613272311,0.120439194,0.094248325,0.12558112,0.11625713,0.1405203,0.007810029,-0.0106837405,-0.2830118454812398,1.0,0.009497911,0.6702119,0.0141715035,0.4178805311291758,0.8342753340085385,0.16755043,0.12025035,0.116648756,0.13103421,0.19877328,0.0301151,0.03212645,-0.0345249589792778,1.0,0.011652452,0.6778779,0.017189603,0.6214385471387477,0.7332091543011228,0.15079094,0.104035266,0.026095085,0.043107845,0.13387978,-0.00014823023,0.0073373066,0.4879949655139736,1.0,0.007294761,0.38602406,0.018897166,0.0084929405408819,0.018306143422112,0.026014714,0.027558211,0.013568559,0.057342224,0.09705371,0.09576298,0.08059658,2.3261309,0.9066643,2,2,2,2,-0.0399468267765751,-0.248486886501962,0.5225199244932514,2.145519410869112,False,0.0,cybermicroscopy,CLIPese,True,mature,0.291375,weak,False,,-1,
21,bernadetransimicroscopy,high_maturity,45,brainmicroscopy,0.7368421,-0.045464596656747,1.0,0.011690839,0.68109226,0.01716484,0.8317654204501267,0.8652972198888146,0.11793623,0.115051806,0.09710108,0.08254494,0.02823572,-0.025968403,-0.025460213,-0.1942188657354904,1.0,0.010161939,0.653036,0.01556107,0.7995386173875417,0.7902747815513211,0.17283648,0.14958179,0.06684706,0.05882667,0.030865386,-0.055321537,-0.058513306,-0.1018127018128851,1.0,0.010521078,0.54473937,0.019313967,0.607208238531929,0.6846592159822531,0.13795562,0.111038744,-0.026489345,-0.0042826626,0.041894265,-0.087617636,-0.08475566,0.0481100864553683,1.0,0.004222043,0.17496382,0.024130948,0.0094480690587398,0.0075811254183339,0.030217921,0.020642405,0.039237406,0.03363651,0.050214723,-0.040187947,-0.0013929494,2.307174775,0.91661763,3,3,3,3,-0.0733465194374385,-0.0924061639226053,0.1499227882682534,2.206344362806969,False,0.0,bernadetransimicroscopy,CLIPese,True,mature,0.39724999999999994,middle,False,,-1,
22,anarchidrawings,high_maturity,19,anarchidrawing,0.9655172,-0.965546212181535,1.0,0.011238654,0.68347025,0.016443517,0.4904426767549868,0.5296983367210618,0.13249116,0.1315972,0.12818564,0.048291426,0.04644453,-0.05676007,-0.08530832,-0.5671745411437363,1.0,0.0091576865,0.7149135,0.012809503,0.8253321882291936,0.4658445948650389,0.2148512,0.19280232,0.09870506,0.019992176,0.06154283,-0.081413984,-0.09747505,0.2128511618304935,1.0,0.010977581,0.69593894,0.015773771,0.2784394988021857,0.4230777114676681,0.17612413,0.16832685,0.04563077,-0.028130125,0.039858848,-0.101114884,-0.11507913,-0.7182720938135403,1.0,0.0060540456,0.3573847,0.016939856,0.0017431770541144,0.0010236678221765,0.0060591716,0.010288359,0.045534573,0.09694188,0.07788223,0.053287476,0.04571112,2.299594675,0.9328012,2,2,2,2,-0.5095354213270795,-0.7800257029742298,-0.9311232556440338,2.1028691219648,False,0.0,anarchidrawings,CLIPese,True,mature,0.5539499999999999,middle,True,orthographic_hard,7,0.8289318084716797
23,cartoonfortniteemojis,high_maturity,43,containemoji,0.6060606,-0.4286492252471593,1.0,0.012425675,0.5986032,0.020757783,0.8110659828889977,0.787686414131092,0.10483688,0.114540964,0.06992399,0.0840069,-0.010852372,-0.120431006,-0.13476893,-0.0077178786930445,1.0,0.010598206,0.59387046,0.01784599,0.8030362347511962,0.8057826613224717,0.17238492,0.1739663,0.03598095,0.04746016,0.010487416,-0.17432761,-0.18181354,0.5418213140038145,1.0,0.0117472485,0.6091056,0.019286063,0.3527752276568263,0.6179756022468235,0.18858996,0.19128975,-0.02001414,-0.019627143,0.04750901,-0.16320102,-0.16713598,-0.2752036285397953,1.0,0.0037603255,0.16874151,0.022284532,0.0009565804225074,0.0008868403071848,0.024257286,0.020188436,0.08638686,0.07954414,0.18620443,0.16703139,0.14045204,2.269493975,0.900865,6,6,6,6,-0.0424373546190461,-0.549539192696859,-0.8170249425436098,1.933752556735565,False,0.0,cartoonfortniteemojis,CLIPese,True,mature,0.39827499999999993,middle,False,,-1,
24,chihuahua,high_maturity,8,chihuahuas,0.94736844,-2.5918954800827136,1.0,0.010647594,0.7161304,0.014868234,0.719078947368421,0.1770002658160553,0.11751304,0.09986633,0.117874056,0.11896126,-0.028920848,0.037257742,0.029955648,-1.2422417017719625,1.0,0.008351424,0.74382144,0.011227727,0.2643510643123646,0.3743221690590112,0.18049206,0.15454082,0.107333556,0.1455533,0.024424389,0.024832617,0.026591424,0.60582574311379,1.0,0.010986995,0.7185179,0.015291192,0.7218062569426897,0.791581238678762,0.19874842,0.16905582,0.021269266,0.036657836,0.043258004,-0.0101296455,-0.010944168,0.466888529655213,1.0,0.0043201484,0.22853604,0.018903576,0.0016117229177938,0.0071627834745524,0.04490856,0.03239862,0.11203914,0.13201821,0.11556734,0.17318377,0.16455096,2.268554575,0.9308931,1,1,1,1,-0.6903557272714184,-1.8480674448857528,-0.138937213458577,1.882060476184345,True,3.21,chihuahua,English,True,mature,0.369475,weak,False,,-1,
